title,year,genre,country,avg_vote
Un ostaggio di riguardo,1987,Drama,USA,6.7
Paramedici,1988,Comedy,USA,4.4
La passerelle,1988,Drama,France,5.5
Përralle Nga e Kaluara,1987,Comedy,Albania,7.8
Personal Services,1987,Comedy,UK,6.4
Pentimento,1984,Drama,Soviet Union,8.4
Dostoevskij - I demoni,1988,Drama,France,6.2
Prazdnik Neptuna,1986,Comedy,Soviet Union,7.1
Il signore del male,1987,Horror,USA,6.7
Radio Days,1987,Comedy,USA,7.5
La rivincita dei nerds II,1987,Comedy,USA,5.2
Riisuminen,1986,Drama,Finland,4.8
Rimini Rimini,1987,Comedy,Italy,4.8
Roba da ricchi,1987,Comedy,Italy,5.0
"Mamma, ho acchiappato un russo",1987,Drama,USA,5.7
SFX Retaliator,1987,Action,USA,4.6
Salvation!: Have You Said Your Prayers Today?,1987,Comedy,USA,5.1
Sasek a královna,1988,Comedy,Czechoslovakia,6.6
Scorpion,1986,Action,USA,4.2
Settembre,1987,Drama,USA,6.5
Shame,1988,Drama,Australia,7.0
I diffidenti,1987,Drama,USA,6.8
Siekierezada,1986,Drama,Poland,7.2
Skytturnar,1987,Drama,Iceland,6.2
Ragazze sotto chiave,1987,Comedy,USA,4.1
Slugs - Vortice d'orrore,1988,Horror,Spain,5.2
Soldati - 365 all'alba,1987,Drama,Italy,6.6
I soliti ignoti vent'anni dopo,1985,Comedy,Italy,5.5
Spettri,1987,Horror,Italy,4.1
Sotto un tetto di stelle,1987,Drama,New Zealand,6.7
Extralunati,1987,Sci-Fi,USA,5.4
Student Confidential,1987,Drama,USA,4.2
Brivido d'estate,1987,Drama,USA,4.8
Mi arrendo... e i soldi?,1987,Comedy,USA,5.4
Sweet Lorraine,1987,Drama,USA,6.0
La stagione dei mostri,1987,Drama,Hungary,6.2
Takin' It All Off,1987,Comedy,USA,5.2
Un tassinaro a New York,1987,Comedy,Italy,5.1
Terror Night,1987,Horror,USA,5.0
Terug naar Oegstgeest,1987,Drama,Netherlands,6.3
They Still Call Me Bruce,1987,Comedy,USA,4.9
Three Bewildered People in the Night,1987,Drama,USA,5.6
L'ora della rivincita,1987,Comedy,USA,7.2
Robot con un cuore,1987,Comedy,USA,5.6
Top Model,1988,Drama,Italy,4.1
Trading Hearts,1988,Comedy,USA,5.3
Una fabbrica di matti,1987,Comedy,USA,4.2
Uuno Turhapuro - kaksoisagentti,1987,Comedy,Finland,5.5
Van geluk gesproken,1987,Comedy,Netherlands,5.8
Vera,1986,Drama,Brazil,6.3
Verne Miller: Chicago anni '30,1987,Drama,USA,4.8
La vie dissolue de Gérard Floque,1986,Comedy,France,4.6
Violent Shit,1989,Horror,West Germany,2.8
"Bobo, vita da cani",1987,Comedy,USA,4.8
Warrior Queen,1987,Drama,USA,3.5
Il seme della gramigna,1987,Drama,USA,6.0
Le balene d'agosto,1987,Drama,USA,7.3
A Winter Tan,1987,Drama,Canada,6.2
"Ehi, dici a me?",1987,Comedy,USA,3.5
Il mezzano,1987,Comedy,Japan,6.9
Huang jia shi jie zhi: Zhong jian ren,1990,Action,Hong Kong,5.6
Zycie wewnetrzne,1987,Drama,Poland,6.4
The 13th Floor,1988,Horror,Australia,4.8
Season of Fear,1989,Thriller,USA,5.1
American Roulette,1988,Thriller,UK,4.3
Un'altra donna,1988,Drama,USA,7.3
Asik Kerib - Storia di un ashug innamorato,1988,Drama,Soviet Union,7.4
Bat sing bou hei,1988,Comedy,Hong Kong,6.3
Bajarse al moro,1989,Comedy,Spain,6.3
Palle da spiaggia,1988,Comedy,USA,4.6
Violenza alla deriva,1987,Drama,USA,6.0
Besökarna,1988,Horror,Sweden,5.8
Affari d'oro,1988,Comedy,USA,6.5
Delirio di sangue,1988,Horror,Italy,4.4
Blue Movies,1988,Comedy,USA,4.3
Ragazzi proibiti,1988,Drama,USA,5.5
Bonjour l'angoisse,1988,Comedy,France,5.7
A prova di proiettile,1987,Action,USA,5.1
"Casa mia, casa mia...",1988,Comedy,Italy,5.9
Casual Sex,1988,Comedy,USA,5.0
La chiesa,1989,Horror,Italy,6.2
Il grande cuore di Clara,1988,Drama,USA,6.3
Fuori dal tunnel,1988,Drama,USA,6.7
Clownhouse,1989,Horror,USA,5.6
Com'è dura l'avventura,1987,Comedy,Italy,5.0
Cioccolato bollente,1988,Comedy,UK,5.8
Lo strizzacervelli,1988,Comedy,USA,5.8
Ragazzo chiamato Dakota,1988,Drama,USA,4.7
Curve pericolose,1988,Comedy,USA,3.7
Day of the Panther,1988,Action,Australia,4.4
Furore e grida,1988,Drama,France,7.4
The Dead Next Door,1989,Horror,USA,5.1
Death Row Diner,1988,Horror,USA,3.7
Death by Dialogue,1988,Horror,USA,3.0
Demasiado miedo a la vida o Plaff,1988,Comedy,Cuba,6.3
Demon Warrior,1988,Horror,USA,4.0
Diario de invierno,1988,Drama,Spain,5.7
Dobrí holubi se vracejí,1989,Comedy,Czechoslovakia,7.2
Nick e Gino,1988,Drama,USA,7.1
La casa al nº13 in Horror Street,1988,Horror,UK,5.5
The Drifter,1988,Thriller,USA,4.9
Einer trage des anderen Last,1988,Drama,East Germany,5.8
Eldorádó,1988,Drama,Hungary,7.7
Emanon,1987,Drama,USA,3.4
Emmanuelle 6,1988,Drama,France,3.1
Once more - Ancora,1988,Drama,France,7.1
Esquilache,1989,Drama,Spain,6.5
Fantozzi va in pensione,1988,Comedy,Italy,6.1
"Far North, estremo Nord",1988,Drama,USA,4.9
Weekend di terrore,1988,Action,USA,4.7
Fontan,1988,Comedy,Soviet Union,7.4
I frati rossi,1988,Horror,Italy,4.2
Io vi ucciderò,1988,Thriller,USA,5.0
Pazzie di gioventù,1988,Drama,USA,5.0
"Fruit machine, breve la vita di Eddie",1988,Drama,UK,6.4
L'allegra fattoria,1988,Comedy,USA,6.2
Glitch! Vacanze bollenti,1988,Comedy,USA,3.7
Non è stata una vacanza... è stata una guerra,1988,Comedy,USA,6.7
Grotesque,1988,Horror,USA,4.4
Hard Rock Nightmare,1988,Horror,USA,5.3
Heartstopper,1989,Horror,USA,4.9
High Tide,1987,Drama,Australia,7.0
Hollywood's New Blood,1988,Horror,USA,2.6
Labirinto mortale,1987,Thriller,USA,6.1
Huang jia shi jie zhi III: Ci xiong da dao,1988,Action,Hong Kong,6.4
Iacob,1988,Drama,Romania,7.2
Iced,1989,Horror,USA,4.3
Se hai un dubbio... prendine due,1988,Comedy,USA,5.6
It's Impossible to Learn to Plow by Reading Books,1988,Drama,USA,5.9
Gai tung ngap gong,1988,Comedy,Hong Kong,7.2
Judgement Day,1988,Horror,USA,5.4
Jydekompagniet,1988,Comedy,Denmark,5.5
Kadaicha,1988,Horror,Australia,4.5
Le chiavi della libertà,1988,Drama,USA,5.2
Uno sbirro nella notte,1988,Thriller,West Germany,4.2
Licenza di guida,1988,Comedy,USA,6.4
Linie 1,1988,Musical,West Germany,6.7
Lurkers,1988,Horror,USA,4.2
Macho Dancer,1988,Drama,Philippines,6.2
Man spricht deutsh,1988,Comedy,West Germany,6.7
Milagro en Roma,1989,Drama,Colombia,7.0
Missing Link,1988,Adventure,USA,6.1
I moromete,1987,Drama,Romania,8.9
Accademia mortuaria,1988,Comedy,USA,4.9
Un folle trasloco,1988,Comedy,USA,6.2
Necromancer,1988,Horror,USA,4.0
Cambiar vita,1988,Comedy,USA,5.8
La notte prima,1988,Comedy,USA,6.3
Nightmare Beach - La spiaggia del terrore,1989,Horror,Italy,5.4
Nightmare 4 - Il non risveglio,1988,Horror,USA,5.7
Nuoruuteni savotat,1988,Drama,Finland,7.0
Otto - Der Neue Film,1987,Comedy,West Germany,5.8
Palais Royale,1988,Crime,Canada,5.4
Parandeyeh koochake khoshbakhti,1988,Drama,Iran,6.5
L'assassino chiama due volte,1988,Thriller,USA,5.1
L'isola di Pascali,1988,Drama,UK,6.8
Pered rassvetom,1989,Action,Soviet Union,7.0
Piravi,1989,Drama,India,7.7
Zucchero al veleno,1989,Thriller,UK,6.0
Nel nome del maligno,1988,Horror,USA,3.9
Provocazione,1988,Drama,Italy,4.7
Psycho Cop,1989,Horror,USA,4.7
Qi xiao fu,1988,Drama,Hong Kong,7.0
Qualcuno in ascolto,1988,Thriller,Italy,6.5
Quella villa in fondo al parco,1988,Horror,Italy,4.4
Rain Man - L'uomo della pioggia,1988,Drama,USA,8.0
Rented Lips,1988,Comedy,USA,3.8
Rituelen,1989,Drama,Netherlands,5.6
Il sogno del mare - Rocket Gibraltar,1988,Drama,USA,6.6
Romance da Empregada,1988,Drama,Brazil,6.4
Les saisons du plaisir,1988,Comedy,France,5.1
Assassini silenziosi,1988,Action,USA,5.0
Slipping Into Darkness,1988,Thriller,USA,4.3
Sluga,1989,Drama,Soviet Union,7.1
A sud di Reno,1988,Drama,USA,6.5
Spalding Gray: Terrors of Pleasure,1988,Comedy,USA,6.4
Un gentleman a New York,1988,Comedy,USA,4.8
Una borsa piena di guai,1988,Comedy,USA,5.0
Strike of the Panther,1988,Action,Australia,4.4
Il ritorno di Tiger,1988,Drama,USA,4.9
Time Out,1988,Drama,Denmark,4.4
Tupla-Uuno,1988,Comedy,Finland,5.3
The Understudy: Graveyard Shift II,1988,Horror,Canada,3.7
La creatura,1988,Horror,USA,4.9
Up Your Alley,1989,Comedy,USA,5.0
La vita è un lungo fiume tranquillo,1988,Comedy,France,6.9
Il volpone,1988,Comedy,Italy,6.7
Il più gran bene del mondo,1988,Comedy,UK,5.9
Wildfire - All'improvviso un maledetto amore,1988,Drama,USA,4.8
La casa 4,1988,Horror,Italy,4.3
Il grande viaggio,1988,Drama,USA,6.1
Tipi sbagliati,1988,Comedy,USA,5.2
Centipede Horror,1982,Horror,Hong Kong,5.2
Zelly ed io,1988,Drama,USA,6.1
Chung Gwok jui hau yat goh tai gam,1987,Drama,Hong Kong,6.6
Zivot sa stricem,1988,Drama,Yugoslavia,7.2
1939,1989,Drama,Sweden,5.6
"Acqua, vento, sabbia",1989,Drama,Iran,6.5
Action U.S.A.,1989,Action,USA,5.5
Aje aje bara aje,1989,Drama,South Korea,6.9
Alien Seed,1989,Sci-Fi,USA,2.7
Accademia... di guerra,1989,Comedy,USA,4.2
American Boyfriends,1989,Comedy,Canada,5.2
Another Chance,1989,Comedy,USA,4.6
Sindrome astenica,1989,Drama,Soviet Union,6.8
Avariya - doch menta,1989,Drama,Soviet Union,6.6
Going Overboard,1989,Comedy,USA,1.8
Baby Blood,1990,Horror,France,5.9
Les baisers de secours,1989,Drama,France,7.0
Il bambino e il poliziotto,1989,Comedy,Italy,5.6
Beverly Hills Bodysnatchers,1989,Comedy,USA,3.2
Beverly Hills Brats,1989,Comedy,USA,3.7
Blue Angel Cafe,1989,Drama,Italy,4.9
Boerenpsalm,1989,Drama,Belgium,6.6
Bunker Palace Hôtel,1989,Sci-Fi,France,6.5
Sing Sing chiama Wall Street,1988,Comedy,USA,5.2
Caged Fury,1990,Action,USA,4.0
The Chair,1988,Horror,USA,3.9
Al diavolo il paradiso,1989,Comedy,UK,4.7
Risvegli da un coma glaciale,1989,Horror,USA,3.8
Le cose dell'amore,1989,Musical,Spain,6.8
Cruising Bar,1989,Comedy,Canada,6.8
Dansen med Regitze,1989,Drama,Denmark,7.0
Dealers,1989,Drama,UK,5.5
Perché Bodhi Dharma è partito per l'oriente?,1989,Drama,South Korea,7.5
Dirty Love,1988,Drama,Italy,4.7
Do pervoy krovi,1989,Drama,Soviet Union,7.4
Domino,1988,Drama,Italy,3.7
A spasso con Daisy,1989,Drama,USA,7.3
Declic - Dentro Florence,1985,Thriller,France,4.3
Ehad Mishelanu,1989,Drama,Israel,6.8
Ek Din Achanak,1989,Drama,India,7.0
Il bambino d'inverno,1989,Drama,France,6.1
Les enfants du désordre,1989,Drama,France,6.2
Eternity,1990,Drama,USA,2.7
Evil Altar,1988,Horror,USA,3.6
Il bosco 1,1988,Horror,Italy,3.6
Fast Food,1989,Comedy,USA,4.7
The Feud,1989,Comedy,USA,5.8
Forza maggiore,1989,Drama,France,6.3
Fu gui zai san po ren,1989,Comedy,Hong Kong,5.9
"Galimatias, czyli kogel-mogel II",1989,Comedy,Poland,6.4
Ganashatru,1989,Drama,India,7.4
Grave Secrets,1989,Horror,USA,4.3
Corso di anatomia,1989,Drama,USA,6.2
Guru,1989,Crime,India,5.6
Hajen som visste för mycket,1989,Comedy,Sweden,6.1
Il cuore di Dixie,1989,Drama,USA,5.2
Hellgate,1989,Horror,South Africa,3.5
L'intruso,1989,Thriller,USA,5.9
High Stakes,1989,Thriller,USA,4.4
La casa 7,1989,Horror,USA,5.0
Voglio tornare a casa!,1989,Comedy,France,5.6
Jing hun ji,1989,Thriller,Hong Kong,6.6
Journey to the Center of the Earth,1988,Adventure,USA,2.5
Uno sbirro e una canaglia,1990,Crime,USA,4.7
The Kill-Off,1989,Drama,USA,6.1
Killing Dad or How to Love Your Mother,1989,Comedy,UK,4.7
King of the Wind,1990,Adventure,UK,6.6
Kogel-mogel,1988,Comedy,Poland,6.8
Konec starych casu,1989,Comedy,Czechoslovakia,7.1
Kuduz,1989,Drama,Yugoslavia,7.9
Pioggia nera,1989,Drama,Japan,7.9
Kvinnorna på taket,1989,Drama,Sweden,6.1
Poliziotti a Los Angeles,1989,Action,USA,4.1
Ladri di saponette,1989,Comedy,Italy,7.0
La storia di Lady Chatterley,1989,Drama,Italy,4.6
Landstrykere,1990,Drama,Norway,6.7
Voglia di vacanze,1989,Comedy,USA,3.9
The Laughing Dead,1990,Horror,USA,3.8
Terra selvaggia,1990,Western,USA,3.8
Conta su di me,1989,Drama,USA,7.4
Legion of Iron,1990,Action,USA,4.2
A legényanya,1989,Comedy,Hungary,7.5
Lie mo qun ying,1989,Action,Hong Kong,5.9
The Local Stigmatic,1990,Drama,USA,5.9
Lola,1989,Drama,Mexico,6.4
Senti chi parla,1989,Comedy,USA,5.9
Lost Angels,1989,Drama,USA,6.2
Main Azaad Hoon,1989,Drama,India,7.2
El mar y el tiempo,1989,Drama,Spain,7.0
Mind Games,1989,Thriller,USA,5.7
Vuoto mentale,1989,Thriller,Canada,4.6
Regina senza corona,1989,Comedy,USA,6.0
Mortacci,1989,Comedy,Italy,7.0
Non aver paura della zia Marta,1988,Horror,Italy,5.2
La nación clandestina,1989,Drama,Bolivia,7.3
Un Natale esplosivo,1989,Comedy,USA,7.6
Night Life,1989,Horror,USA,5.7
Ombre nella notte,1989,Horror,USA,3.7
In amore nessuno è perfetto,1990,Comedy,USA,5.7
Notturno indiano,1989,Drama,France,6.8
Obywatel Piszczyk,1988,Comedy,Poland,6.8
Offerings,1989,Horror,USA,4.6
Ostatni dzwonek,1989,Drama,Poland,7.1
Otto - Der Außerfriesische,1989,Comedy,West Germany,5.8
Pan Jin Lian zhi qian shi jin sheng,1989,Drama,Hong Kong,6.2
Paprika,1991,Drama,Italy,5.6
Paura nel buio,1989,Thriller,Italy,4.8
Perdues dans New York,1989,Fantasy,France,5.8
Peter och Petra,1989,Family,Sweden,5.0
La piccola ladra,1988,Drama,France,7.0
Oltre la riserva,1989,Drama,UK,7.2
Pont de Varsòvia,1990,Drama,Spain,6.7
Magic Cop,1990,Horror,Hong Kong,6.9
Race for Glory,1989,Action,USA,6.2
Brusco risveglio,1989,Comedy,USA,4.7
La libertà è il paradiso,1989,Drama,Soviet Union,7.0
s/y Glädjen,1989,Drama,Sweden,5.0
"Sabato, domenica e lunedì",1990,Comedy,Italy,6.3
Sati,1989,Drama,India,6.9
Scene di lotta di classe a Beverly Hills,1989,Comedy,USA,6.0
Sha shou tian shi,1989,Action,Hong Kong,5.8
Sono morta... e vi ammazzo,1989,Comedy,USA,3.8
Giù le mani da mia figlia!,1989,Comedy,USA,5.4
"She-Devil - Lei, il diavolo",1989,Comedy,USA,5.7
Showbiz - eller hvordan bli kjendis på en-to-tre!,1989,Comedy,Norway,6.6
Sidewalk Stories,1989,Comedy,USA,7.1
Der siebente Kontinent,1989,Drama,Austria,7.7
Signs of Life,1989,Drama,USA,6.1
Sinbad of the Seven Seas,1989,Adventure,Italy,4.5
Sing - Il sogno di Brooklyn,1989,Drama,USA,7.0
Les sièges de l'Alcazar,1989,Comedy,France,7.1
La tela del ragno,1989,Drama,West Germany,6.9
Streghe,1989,Horror,Italy,4.7
Stripped to Kill 2: Live Girls,1989,Thriller,USA,4.2
Quelli della spiaggia,1989,Comedy,USA,4.5
Sztuka kochania,1989,Comedy,Poland,5.9
Sárkány és papucs,1990,Animation,Hungary,6.9
Tale of Two Sisters,1989,Drama,USA,2.0
Tarzan Mama Mia,1989,Family,Denmark,5.9
That's Adequate,1989,Comedy,USA,4.6
Theo en Thea en de ontmaskering van het tenenkaasimperium,1989,Comedy,Netherlands,6.8
Tian shi xing dong II zhi huo feng kuang long,1988,Action,Hong Kong,6.3
Tom et Lola,1990,Sci-Fi,France,6.6
Täcknamn Coq Rouge,1989,Thriller,Sweden,5.8
UHF - I vidioti,1989,Comedy,USA,7.0
Io e zio Buck,1989,Comedy,USA,7.0
An Unremarkable Life,1989,Drama,USA,6.0
"Vázení prátelé, ano",1989,Comedy,Czechoslovakia,6.7
La vengeance d'une femme,1990,Drama,France,6.1
Venus Peter,1989,Drama,UK,6.0
La donna del lago maledetto,1989,Drama,France,5.4
Walter & Carlo i Amerika,1989,Comedy,Denmark,3.2
Quando vennero le balene,1989,Drama,UK,6.2
Viaggio nell'inferno,1988,Drama,USA,4.6
The White Room,1989,Drama,UK,6.5
Gente del Nord,1989,Drama,USA,6.2
Ah Long dik goo si,1989,Drama,Hong Kong,7.3
Jui gaai suen yau chong ching kwan,1988,Comedy,Hong Kong,6.2
"Sesso, bugie e videotape",1989,Drama,USA,7.2
Adrénaline,1990,Horror,France,6.5
After,1990,Drama,Israel,7.0
Ai zai bie xiang de ji jie,1990,Drama,Hong Kong,7.1
Avalon,1990,Drama,USA,7.2
Awaargi,1990,Drama,India,6.0
Babnik,1990,Comedy,Soviet Union,4.9
Bad Jim,1990,Western,USA,4.2
Al-bahths an Al-Sayyid Marzuq,1990,Drama,Egypt,7.0
Bakenbardy,1990,Comedy,Soviet Union,7.3
Bei mir liegen Sie richtig,1990,Comedy,Germany,5.7
Cuccata per il week-end,1990,Comedy,Australia,7.0
Braca po materi,1988,Drama,Yugoslavia,7.9
La prigioniera del deserto,1990,Drama,France,6.9
Las cartas de Alou,1990,Drama,Spain,6.7
The Cellar,1989,Horror,USA,4.4
Chu dao gui jing,1990,Action,Hong Kong,5.0
Cien veces no debo,1990,Comedy,Argentina,6.6
Ciudad de ciegos,1991,Drama,Mexico,6.4
Club Fed,1990,Comedy,USA,3.6
"Una notte, un cane, un sogno",1990,Comedy,UK,5.6
Le comiche,1990,Comedy,Italy,5.8
Il vento del desiderio,1990,Drama,Spain,5.8
Convicts,1991,Drama,USA,5.8
Corporate Affairs,1990,Comedy,USA,4.2
Daddy Nostalgie,1990,Drama,France,6.9
Caccia al testamento,1990,Comedy,USA,5.7
Ballando al buio,1990,Comedy,UK,7.0
La danza del diavolo,1990,Horror,Spain,4.6
Death Spa,1989,Horror,USA,5.2
Def by Temptation,1990,Horror,USA,4.6
Delay - raz!,1990,Drama,Soviet Union,7.1
Delta Force Commando,1988,Action,Italy,3.9
Il soffio del diavolo,1990,Horror,USA,5.0
Ding et Dong le film,1990,Comedy,Canada,5.7
Le età di Lulù,1990,Drama,Spain,5.6
Elves,1989,Horror,USA,4.1
Evil Spirits,1990,Horror,USA,4.2
Fantozzi alla riscossa,1990,Comedy,Italy,5.8
Far Out Man,1990,Comedy,USA,5.1
Fertilize the Blaspheming Bombshell,1992,Horror,USA,2.9
The Fool,1990,Drama,UK,5.6
La frattura del miocardio,1990,Drama,France,6.6
Fau sai luen kuk,1992,Drama,Hong Kong,6.1
Games of Desire,1991,Drama,Italy,3.6
Ghar Ho To Aisa,1990,Drama,India,5.9
Un sommergibile tutto matto,1991,Comedy,USA,3.4
Hawaii squadra speciale,1990,Action,USA,4.2
"Génial, mes parents divorcent!",1991,Comedy,France,5.3
Hamoun,1990,Drama,Iran,8.1
Il cacciatore di teste,1988,Horror,South Africa,4.1
Hollywood Hot Tubs 2: Educating Crystal,1990,Comedy,USA,3.6
Hong Chang Fei Long,1990,Action,Hong Kong,5.5
Identity Crisis,1989,Comedy,USA,1.8
Ci sono dei giorni... e delle lune,1990,Drama,France,6.0
Due donne e un assassino,1990,Comedy,USA,5.3
Tree of Hands,1989,Drama,UK,5.8
Italia-Germania 4-3,1990,Comedy,Italy,6.3
Kaninmannen,1990,Drama,Sweden,5.6
Killer Tomatoes Strike Back!,1991,Comedy,USA,3.7
Kurt Olsson - filmen om mitt liv som mej själv,1990,Comedy,Sweden,4.7
Afrikan Dundee,1990,Comedy,South Africa,6.5
Il ballo proibito,1990,Drama,USA,3.3
Lao hu chu geng II,1990,Action,Hong Kong,5.9
The Last Winter,1989,Drama,Canada,6.3
Living Doll,1990,Horror,UK,5.5
La Luna en el Espejo,1990,Drama,Chile,6.6
Macken - Roy's & Roger's Bilservice,1990,Comedy,Sweden,6.1
Roba da matti,1990,Comedy,USA,5.5
"Makinavaja, el último choriso",1992,Comedy,Spain,5.7
A Man Called... Rainbo,1990,Comedy,USA,4.9
I guerrieri della strada,1990,Comedy,USA,5.4
Terrore a mezzanotte,1991,Thriller,USA,4.5
Mindwalk,1990,Drama,USA,7.6
Modern Love,1990,Comedy,USA,5.3
My Blue Heaven,1990,Drama,Netherlands,5.0
La regina dell'inferno,1990,Horror,USA,4.5
Night Club,1989,Drama,USA,3.2
La notte dei morti viventi,1990,Horror,USA,6.9
Ninja Academy,1989,Comedy,USA,3.6
Quando la vendetta ha 4 braccia!,1990,Action,Hong Kong,5.2
Notte d'estate in città,1990,Romance,France,6.7
La fortuna bussa alla porta... il problema è farla entrare,1990,Comedy,USA,6.1
Outremer,1990,Drama,France,6.7
Uno sconosciuto alla porta,1990,Thriller,USA,6.4
Pale Blood,1990,Horror,USA,4.8
Panama Sugar,1990,Comedy,Italy,2.8
Le party,1990,Drama,Canada,7.1
Le petit criminel,1990,Drama,France,6.8
Pierino torna a scuola,1990,Comedy,Italy,5.2
Un giorno di felicità,1990,Drama,Canada,7.0
Promotion canapé,1990,Comedy,France,4.4
Ragazzi fuori,1990,Drama,Italy,7.0
Return Home,1990,Drama,Australia,6.7
Miss Miliardo - Una favola moderna,1991,Drama,USA,6.2
Romeo,1990,Drama,Netherlands,6.9
Sakura no sono,1990,Drama,Japan,6.6
Il secondo cerchio,1990,Drama,Soviet Union,7.1
La setta,1991,Horror,Italy,6.2
Scappatella con il morto,1990,Comedy,USA,5.4
Skinheads,1989,Thriller,USA,3.0
Skyddsängeln,1990,Drama,Sweden,5.6
Snake Eater - Vendetta a tutti i costi,1989,Action,Canada,4.4
Sorority Girls and the Creature from Hell,1990,Horror,USA,3.4
Spelen of sterven,1990,Drama,Netherlands,6.3
Spirits,1990,Horror,USA,3.4
Stan the Flasher,1990,Drama,France,5.1
Stasera a casa di Alice,1990,Comedy,Italy,5.7
Prica iz Hrvatske,1991,Drama,Croatia,6.8
Strike It Rich,1990,Comedy,UK,4.6
Tekken,1990,Drama,Japan,4.8
Due gemelli e una monella,1989,Comedy,USA,4.9
Tian cai yu bai chi,1975,Comedy,Hong Kong,6.7
Tichá bolest,1991,Drama,Czechoslovakia,7.6
Dormire con rabbia,1990,Drama,USA,7.3
Un week-end su due,1990,Drama,France,5.7
Une histoire inventée,1990,Drama,Canada,6.7
Uunon huikeat poikamiesvuodet maaseudulla,1990,Comedy,Finland,5.2
La vie des morts,1991,Drama,France,6.7
Voodoo Dawn,1990,Horror,USA,2.9
Vääpeli Körmy ja marsalkan sauva,1990,Comedy,Finland,5.4
Aspettando la luce,1990,Comedy,USA,5.9
Wedding Band,1989,Comedy,USA,3.3
White Room,1990,Drama,Canada,6.3
Who Shot Patakango?,1989,Comedy,USA,4.5
Willy Signori e vengo da lontano,1989,Comedy,Italy,6.6
Witchcraft II: The Temptress,1989,Horror,USA,3.1
Sun boon gan bat leung,1990,Comedy,Hong Kong,6.6
Yi yu,1990,War,Taiwan,7.2
"Yo, la peor de todas",1990,Drama,Argentina,6.9
"Sta' fermo, muori e resuscita",1990,Drama,Soviet Union,7.6
Il ritorno dei ninja,1991,Comedy,USA,2.3
976 chiamata per il diavolo 2,1991,Horror,USA,4.3
Agnes Cecilia - En sällsam historia,1991,Mystery,Sweden,6.7
Alas de mariposa,1991,Drama,Spain,7.3
Alicia en el pueblo de Maravillas,1991,Comedy,Cuba,6.7
Allein unter Frauen,1991,Comedy,Germany,6.3
Germania nove zero,1991,Drama,France,7.0
Americano rosso,1991,Comedy,Italy,6.9
Amo tu cama rica,1992,Comedy,Spain,6.1
Al-aragoz,1989,Drama,Egypt,6.7
Bad Girls from Mars,1990,Comedy,USA,3.6
Bak syv hav,1991,Drama,Norway,2.6
Beautiful Dreamers,1990,Drama,Canada,7.1
La bella scontrosa - Divertimento,1992,Drama,France,7.7
Dall'oggi al domani,1991,Comedy,USA,6.5
Bikini Summer,1991,Comedy,USA,3.7
Demoni 3,1991,Horror,Italy,4.2
Blood Massacre,1991,Horror,USA,5.1
La legge del drago,1992,Action,USA,5.2
Bloodmatch,1991,Action,USA,4.7
Blue Desert,1990,Thriller,USA,5.3
Fuori dalle regole,1991,Action,USA,5.2
Boys,1992,Comedy,Belgium,5.2
California Casanova,1991,Comedy,USA,4.3
Campfire Tales,1991,Horror,USA,4.5
Capital Punishment,1991,Action,USA,3.8
Chiedi la luna,1991,Comedy,Italy,6.3
Il silenzio del deserto,1991,Drama,USA,5.0
Coolie No. 1,1995,Comedy,India,6.2
Csapd le csacsi!,1991,Comedy,Hungary,7.8
Cómo ser mujer y no morir en el intento,1991,Comedy,Spain,6.1
A spasso con la morte,1992,Thriller,USA,4.7
Destino trasversale,1991,Comedy,USA,5.8
The Dead Come Home,1989,Horror,USA,5.2
Dead Women in Lingerie,1990,Crime,USA,4.4
Denial,1990,Drama,USA,5.1
Di xia bing gong chang,1991,Action,Hong Kong,5.7
Djuka Begovic,1991,Drama,Yugoslavia,6.7
"Un medico, un uomo",1991,Drama,USA,7.0
Chung Wan ying hung,1991,Comedy,Hong Kong,5.7
...Non dite a mamma che la babysitter è morta!,1991,Comedy,USA,6.3
Un incantevole aprile,1991,Drama,UK,7.4
The End of Innocence,1990,Drama,USA,5.5
Teneramente in tre,1991,Drama,USA,5.4
Fatal Instinct,1992,Thriller,USA,4.2
Pomodori verdi fritti alla fermata del treno,1991,Drama,USA,7.7
Full Impact,1993,Action,USA,3.5
L'adorable svampita,1992,Romance,Australia,4.7
Quella Trabant venuta dall'Est,1991,Comedy,Germany,6.0
L'isola dell'amore,1991,Drama,USA,5.2
Indiziato di reato,1991,Drama,USA,6.5
Rapsodia in agosto,1991,Drama,Japan,7.2
Ho moon yeh yin,1991,Comedy,Hong Kong,5.7
Herr Ober!,1992,Comedy,Germany,6.4
High Strung,1992,Comedy,USA,6.8
Hot Under the Collar,1992,Comedy,USA,2.5
La caccia,1991,Drama,Australia,4.6
